ticker,exchange,industry,first_trading_year
ONFO,NASDAQ,,
ONFOW,NASDAQ,,
ONMD,NASDAQ,,
ONMDW,NASDAQ,,
OPAL,NASDAQ,,
OPBK,NASDAQ,,
OPCH,NASDAQ,,
OPEN,NASDAQ,,
OPENL,NASDAQ,,
OPENW,NASDAQ,,
OPENZ,NASDAQ,,
OPK,NASDAQ,,
OPRA,NASDAQ,,
OPRT,NASDAQ,,
OPRX,NASDAQ,,
OPTX,NASDAQ,,
OPTXW,NASDAQ,,
OPXS,NASDAQ,,
ORBS,NASDAQ,,
ORGN,NASDAQ,,
ORGNW,NASDAQ,,
ORGO,NASDAQ,,
ORIC,NASDAQ,,
ORIO,NASDAQ,,
ORIQ,NASDAQ,,
ORIQU,NASDAQ,,
ORIQW,NASDAQ,,
ORIS,NASDAQ,,
ORKA,NASDAQ,,
ORKT,NASDAQ,,
ORLY,NASDAQ,,
ORMP,NASDAQ,,
ORRF,NASDAQ,,
OSBC,NASDAQ,,
OSIS,NASDAQ,,
OSPN,NASDAQ,,
OSRH,NASDAQ,,
OSRHW,NASDAQ,,
OSS,NASDAQ,,
OST,NASDAQ,,
OSUR,NASDAQ,,
OSW,NASDAQ,,
OTEX,NASDAQ,,
OTGA,NASDAQ,,
OTGAU,NASDAQ,,
OTGAW,NASDAQ,,
OTLK,NASDAQ,,
OTLY,NASDAQ,,
OTTR,NASDAQ,,
OUST,NASDAQ,,
OVBC,NASDAQ,,
OVID,NASDAQ,,
OVLY,NASDAQ,,
OWLS,NASDAQ,,
OXBR,NASDAQ,,
OXBRW,NASDAQ,,
OXLC,NASDAQ,,
OXLCG,NASDAQ,,
OXLCI,NASDAQ,,
OXLCL,NASDAQ,,
OXLCM,NASDAQ,,
OXLCN,NASDAQ,,
OXLCO,NASDAQ,,
OXLCP,NASDAQ,,
OXLCZ,NASDAQ,,
OXSQ,NASDAQ,,
OXSQG,NASDAQ,,
OXSQH,NASDAQ,,
OYSE,NASDAQ,,
OYSER,NASDAQ,,
OYSEU,NASDAQ,,
OZK,NASDAQ,,
OZKAP,NASDAQ,,
PAA,NASDAQ,,
PAAC,NASDAQ,,
PAACU,NASDAQ,,
PAACW,NASDAQ,,
PACB,NASDAQ,,
PACH,NASDAQ,,
PACHU,NASDAQ,,
PACHW,NASDAQ,,
PAGP,NASDAQ,,
PAHC,NASDAQ,,
PAL,NASDAQ,,
PALI,NASDAQ,,
PALO,NASDAQ,,
PALOU,NASDAQ,,
PALOW,NASDAQ,,
PAMT,NASDAQ,,
PANL,NASDAQ,,
PANW,NASDAQ,,
PARK,NASDAQ,,
PASG,NASDAQ,,
PASW,NASDAQ,,
PATK,NASDAQ,,
PAVM,NASDAQ,,
PAVS,NASDAQ,,
PAX,NASDAQ,,
PAYO,NASDAQ,,
PAYP,NASDAQ,,
PAYS,NASDAQ,,
PAYX,NASDAQ,,
PBFS,NASDAQ,,
PBHC,NASDAQ,,
PBM,NASDAQ,,
PBMWW,NASDAQ,,
PBYI,NASDAQ,,
PC,NASDAQ,,
PCAP,NASDAQ,,
PCAPU,NASDAQ,,
PCAPW,NASDAQ,,
PCAR,NASDAQ,,
PCB,NASDAQ,,
PCLA,NASDAQ,,
PCRX,NASDAQ,,
PCSA,NASDAQ,,
PCSC,NASDAQ,,
PCT,NASDAQ,,
PCTTU,NASDAQ,,
PCTTW,NASDAQ,,
PCTY,NASDAQ,,
PCVX,NASDAQ,,
PCYO,NASDAQ,,
PDC,NASDAQ,,
PDD,NASDAQ,,
PDEX,NASDAQ,,
PDFS,NASDAQ,,
PDLB,NASDAQ,,
PDSB,NASDAQ,,
PDYN,NASDAQ,,
PDYNW,NASDAQ,,
PEBK,NASDAQ,,
PEBO,NASDAQ,,
PECO,NASDAQ,,
PEGA,NASDAQ,,
PENG,NASDAQ,,
PENN,NASDAQ,,
PEP,NASDAQ,,
PEPG,NASDAQ,,
PERI,NASDAQ,,
PESI,NASDAQ,,
PETS,NASDAQ,,
PETZ,NASDAQ,,
PFAI,NASDAQ,,
PFBC,NASDAQ,,
PFG,NASDAQ,,
PFIS,NASDAQ,,
PFSA,NASDAQ,,
PFX,NASDAQ,,
PFXNZ,NASDAQ,,
PGAC,NASDAQ,,
PGACR,NASDAQ,,
PGACU,NASDAQ,,
PGC,NASDAQ,,
PGEN,NASDAQ,,
PGNY,NASDAQ,,
PGY,NASDAQ,,
PGYWW,NASDAQ,,
PHAR,NASDAQ,,
PHAT,NASDAQ,,
PHIO,NASDAQ,,
PHOE,NASDAQ,,
PHUN,NASDAQ,,
PHVS,NASDAQ,,
PI,NASDAQ,,
PICS,NASDAQ,,
PIII,NASDAQ,,
PIIIW,NASDAQ,,
PKBK,NASDAQ,,
PKOH,NASDAQ,,
PLAB,NASDAQ,,
PLAY,NASDAQ,,
PLBC,NASDAQ,,
PLBL,NASDAQ,,
PLBY,NASDAQ,,
PLCE,NASDAQ,,
PLMK,NASDAQ,,
PLMKU,NASDAQ,,
PLMKW,NASDAQ,,
PLMR,NASDAQ,,
PLPC,NASDAQ,,
PLRX,NASDAQ,,
PLRZ,NASDAQ,,
PLSE,NASDAQ,,
PLSM,NASDAQ,,
PLTK,NASDAQ,,
PLTR,NASDAQ,,
PLTS,NASDAQ,,
PLUG,NASDAQ,,
PLUR,NASDAQ,,
PLUS,NASDAQ,,
PLUT,NASDAQ,,
PLXS,NASDAQ,,
PLYX,NASDAQ,,
PMAX,NASDAQ,,
PMCB,NASDAQ,,
PMEC,NASDAQ,,
PMN,NASDAQ,,
PMTR,NASDAQ,,
PMTRU,NASDAQ,,
PMTRW,NASDAQ,,
PMTS,NASDAQ,,
PMVP,NASDAQ,,
PN,NASDAQ,,
PNBK,NASDAQ,,
PNRG,NASDAQ,,
PNTG,NASDAQ,,
POCI,NASDAQ,,
PODC,NASDAQ,,
PODD,NASDAQ,,
POET,NASDAQ,,
POLA,NASDAQ,,
POLE,NASDAQ,,
POLEU,NASDAQ,,
POLEW,NASDAQ,,
POM,NASDAQ,,
PONO,NASDAQ,,
PONOR,NASDAQ,,
PONOU,NASDAQ,,
PONY,NASDAQ,,
POOL,NASDAQ,,
POWI,NASDAQ,,
POWL,NASDAQ,,
POWW,NASDAQ,,
POWWP,NASDAQ,,
PPBT,NASDAQ,,
PPC,NASDAQ,,
PPCB,NASDAQ,,
PPHC,NASDAQ,,
PPIH,NASDAQ,,
PPSI,NASDAQ,,
PPTA,NASDAQ,,
PRAA,NASDAQ,,
PRAX,NASDAQ,,
PRCH,NASDAQ,,
PRCT,NASDAQ,,
PRDO,NASDAQ,,
PRE,NASDAQ,,
PRENW,NASDAQ,,
PRFX,NASDAQ,,
PRGS,NASDAQ,,
PRHI,NASDAQ,,
PRHIZ,NASDAQ,,
PRLD,NASDAQ,,
PRME,NASDAQ,,
PROF,NASDAQ,,
PROK,NASDAQ,,
PROP,NASDAQ,,
PROV,NASDAQ,,
PRPL,NASDAQ,,
PRPO,NASDAQ,,
PRQR,NASDAQ,,
PRSO,NASDAQ,,
PRTA,NASDAQ,,
PRTC,NASDAQ,,
PRTH,NASDAQ,,
PRTS,NASDAQ,,
PRVA,NASDAQ,,
PRZO,NASDAQ,,
PSEC,NASDAQ,,
PSHG,NASDAQ,,
PSIG,NASDAQ,,
PSIX,NASDAQ,,
PSKY,NASDAQ,,
PSMT,NASDAQ,,
PSNL,NASDAQ,,
PSNY,NASDAQ,,
PSNYW,NASDAQ,,
PSTV,NASDAQ,,
PTC,NASDAQ,,
PTCT,NASDAQ,,
PTEN,NASDAQ,,
PTGX,NASDAQ,,
PTLE,NASDAQ,,
PTLO,NASDAQ,,
PTNM,NASDAQ,,
PTON,NASDAQ,,
PTOR,NASDAQ,,
PTORU,NASDAQ,,
PTORW,NASDAQ,,
PTRN,NASDAQ,,
PUBM,NASDAQ,,
PULM,NASDAQ,,
PURR,NASDAQ,,
PVLA,NASDAQ,,
PWP,NASDAQ,,
PXLW,NASDAQ,,
PXS,NASDAQ,,
PYPD,NASDAQ,,
PYPL,NASDAQ,,
PYXS,NASDAQ,,
PZZA,NASDAQ,,
QADRU,NASDAQ,,
QCLS,NASDAQ,,
QCOM,NASDAQ,,
QCRH,NASDAQ,,
QDEL,NASDAQ,,
QETA,NASDAQ,,
QETAR,NASDAQ,,
QETAU,NASDAQ,,
QFIN,NASDAQ,,
QLYS,NASDAQ,,
QMCO,NASDAQ,,
QMMM,NASDAQ,,
QNCX,NASDAQ,,
QNRX,NASDAQ,,
QNST,NASDAQ,,
QNTM,NASDAQ,,
QQQX,NASDAQ,,
QRHC,NASDAQ,,
QRVO,NASDAQ,,
QS,NASDAQ,,
QSEA,NASDAQ,,
QSEAR,NASDAQ,,
QSEAU,NASDAQ,,
QSI,NASDAQ,,
QSIAW,NASDAQ,,
QTI,NASDAQ,,
QTRX,NASDAQ,,
QTTB,NASDAQ,,
QUBT,NASDAQ,,
QUCY,NASDAQ,,
QUIK,NASDAQ,,
QUMS,NASDAQ,,
QUMSR,NASDAQ,,
QUMSU,NASDAQ,,
QURE,NASDAQ,,
QXL,NASDAQ,,
RAAQ,NASDAQ,,
RAAQU,NASDAQ,,
RAAQW,NASDAQ,,
RADX,NASDAQ,,
RAIL,NASDAQ,,
RAIN,NASDAQ,,
RAINW,NASDAQ,,
RAND,NASDAQ,,
RANG,NASDAQ,,
RANGR,NASDAQ,,
RANGU,NASDAQ,,
RANI,NASDAQ,,
RAPP,NASDAQ,,
RARE,NASDAQ,,
RAVE,NASDAQ,,
RAY,NASDAQ,,
RAYA,NASDAQ,,
RBB,NASDAQ,,
RBBN,NASDAQ,,
RBCAA,NASDAQ,,
RBKB,NASDAQ,,
RBNE,NASDAQ,,
RCAT,NASDAQ,,
RCEL,NASDAQ,,
RCKT,NASDAQ,,
RCKTW,NASDAQ,,
RCKY,NASDAQ,,
RCMT,NASDAQ,,
RCON,NASDAQ,,
RCT,NASDAQ,,
RDAC,NASDAQ,,
RDACR,NASDAQ,,
RDACU,NASDAQ,,
RDAG,NASDAQ,,
RDAGU,NASDAQ,,
RDAGW,NASDAQ,,
RDCM,NASDAQ,,
RDGT,NASDAQ,,
RDHL,NASDAQ,,
RDI,NASDAQ,,
RDIB,NASDAQ,,
RDNT,NASDAQ,,
RDNW,NASDAQ,,
RDVT,NASDAQ,,
RDWR,NASDAQ,,
RDZN,NASDAQ,,
RDZNW,NASDAQ,,
REAL,NASDAQ,,
REAX,NASDAQ,,
REBN,NASDAQ,,
RECT,NASDAQ,,
REE,NASDAQ,,
REFI,NASDAQ,,
REFR,NASDAQ,,
REG,NASDAQ,,
REGCO,NASDAQ,,
REGCP,NASDAQ,,
REGN,NASDAQ,,
REKR,NASDAQ,,
RELL,NASDAQ,,
RELY,NASDAQ,,
RENT,NASDAQ,,
RENX,NASDAQ,,
REPL,NASDAQ,,
RETO,NASDAQ,,
REVB,NASDAQ,,
REVBW,NASDAQ,,
REYN,NASDAQ,,
RFAI,NASDAQ,,
RFAIR,NASDAQ,,
RFAIU,NASDAQ,,
RFAM,NASDAQ,,
RFAMR,NASDAQ,,
RFAMU,NASDAQ,,
RFIL,NASDAQ,,
RGC,NASDAQ,,
RGCO,NASDAQ,,
RGEN,NASDAQ,,
RGLD,NASDAQ,,
RGNX,NASDAQ,,
RGP,NASDAQ,,
RGS,NASDAQ,,
RGTI,NASDAQ,,
RGTIW,NASDAQ,,
RIBB,NASDAQ,,
RIBBR,NASDAQ,,
RIBBU,NASDAQ,,
RICK,NASDAQ,,
RIGL,NASDAQ,,
RILY,NASDAQ,,
RILYG,NASDAQ,,
RILYL,NASDAQ,,
RILYN,NASDAQ,,
RILYP,NASDAQ,,
RILYT,NASDAQ,,
RILYZ,NASDAQ,,
RIME,NASDAQ,,
RIOT,NASDAQ,,
RITR,NASDAQ,,
RIVN,NASDAQ,,
RJET,NASDAQ,,
RKDA,NASDAQ,,
RKLB,NASDAQ,,
RLAY,NASDAQ,,
RLMD,NASDAQ,,
RLYB,NASDAQ,,
RMBI,NASDAQ,,
RMBS,NASDAQ,,
RMCF,NASDAQ,,
RMCO,NASDAQ,,
RMCOW,NASDAQ,,
RMIX,NASDAQ,,
RMNI,NASDAQ,,
RMR,NASDAQ,,
RMSG,NASDAQ,,
RMSGW,NASDAQ,,
RMTI,NASDAQ,,
RNA,NASDAQ,,
RNAC,NASDAQ,,
RNAZ,NASDAQ,,
RNGT,NASDAQ,,
RNGTU,NASDAQ,,
RNGTW,NASDAQ,,
RNTX,NASDAQ,,
RNW,NASDAQ,,
RNWWW,NASDAQ,,
RNXT,NASDAQ,,
ROAD,NASDAQ,,
ROC,NASDAQ,,
ROCK,NASDAQ,,
ROIV,NASDAQ,,
ROKU,NASDAQ,,
ROMA,NASDAQ,,
ROOT,NASDAQ,,
ROP,NASDAQ,,
ROST,NASDAQ,,
RPAY,NASDAQ,,
RPD,NASDAQ,,
RPGL,NASDAQ,,
RPID,NASDAQ,,
RPRX,NASDAQ,,
RR,NASDAQ,,
RRBI,NASDAQ,,
RREVU,NASDAQ,,
RRGB,NASDAQ,,
RRR,NASDAQ,,
RSSS,NASDAQ,,
RSVR,NASDAQ,,
RSVRW,NASDAQ,,
RTAC,NASDAQ,,
RTACU,NASDAQ,,
RTACW,NASDAQ,,
RUBI,NASDAQ,,
RUM,NASDAQ,,
RUMBW,NASDAQ,,
RUN,NASDAQ,,
RUSHA,NASDAQ,,
RUSHB,NASDAQ,,
RVMD,NASDAQ,,
RVMDW,NASDAQ,,
RVPH,NASDAQ,,
RVSB,NASDAQ,,
RVSN,NASDAQ,,
RVSNW,NASDAQ,,
RVYL,NASDAQ,,
RWAY,NASDAQ,,
RWAYI,NASDAQ,,
RWAYL,NASDAQ,,
RXRX,NASDAQ,,
RXST,NASDAQ,,
RXT,NASDAQ,,
RYAAY,NASDAQ,,
RYET,NASDAQ,,
RYM,NASDAQ,,
RYOJ,NASDAQ,,
RYTM,NASDAQ,,
RZLT,NASDAQ,,
RZLV,NASDAQ,,
RZLVW,NASDAQ,,
SAAQ,NASDAQ,,
SAAQU,NASDAQ,,
SAAQW,NASDAQ,,
SABR,NASDAQ,,
SABS,NASDAQ,,
SABSW,NASDAQ,,
SAFT,NASDAQ,,
SAFX,NASDAQ,,
SAGT,NASDAQ,,
SAIA,NASDAQ,,
SAIC,NASDAQ,,
SAIH,NASDAQ,,
SAIHW,NASDAQ,,
SAIL,NASDAQ,,
SAMG,NASDAQ,,
SANA,NASDAQ,,
SANG,NASDAQ,,
SANM,NASDAQ,,
SATA,NASDAQ,,
SATL,NASDAQ,,
SATLW,NASDAQ,,
SATS,NASDAQ,,
SBAC,NASDAQ,,
SBC,NASDAQ,,
SBCF,NASDAQ,,
SBCWW,NASDAQ,,
SBET,NASDAQ,,
SBFG,NASDAQ,,
SBFM,NASDAQ,,
SBFMW,NASDAQ,,
SBGI,NASDAQ,,
SBLK,NASDAQ,,
SBRA,NASDAQ,,
SBUX,NASDAQ,,
SCAG,NASDAQ,,
SCAGW,NASDAQ,,
SCHL,NASDAQ,,
SCII,NASDAQ,,
SCIIR,NASDAQ,,
SCIIU,NASDAQ,,
SCKT,NASDAQ,,
SCLX,NASDAQ,,
SCLXW,NASDAQ,,
SCNI,NASDAQ,,
SCNX,NASDAQ,,
SCOR,NASDAQ,,
SCPQ,NASDAQ,,
SCPQU,NASDAQ,,
SCPQW,NASDAQ,,
SCSC,NASDAQ,,
SCVL,NASDAQ,,
SCWO,NASDAQ,,
SCYX,NASDAQ,,
SCZM,NASDAQ,,
SDA,NASDAQ,,
SDAWW,NASDAQ,,
SDGR,NASDAQ,,
SDHI,NASDAQ,,
SDHIR,NASDAQ,,
SDHIU,NASDAQ,,
SDM,NASDAQ,,
SDOT,NASDAQ,,
SDST,NASDAQ,,
SDSTW,NASDAQ,,
SEAT,NASDAQ,,
SEATW,NASDAQ,,
SEDG,NASDAQ,,
SEED,NASDAQ,,
SEER,NASDAQ,,
SEGG,NASDAQ,,
SEIC,NASDAQ,,
SELF,NASDAQ,,
SELX,NASDAQ,,
SENEA,NASDAQ,,
SENEB,NASDAQ,,
SENS,NASDAQ,,
SEPN,NASDAQ,,
SERA,NASDAQ,,
SERV,NASDAQ,,
SEV,NASDAQ,,
SEVN,NASDAQ,,
SEZL,NASDAQ,,
SFBC,NASDAQ,,
SFD,NASDAQ,,
SFHG,NASDAQ,,
SFIX,NASDAQ,,
SFM,NASDAQ,,
SFNC,NASDAQ,,
SFST,NASDAQ,,
SFWL,NASDAQ,,
SGA,NASDAQ,,
SGC,NASDAQ,,
SGHT,NASDAQ,,
SGLY,NASDAQ,,
SGML,NASDAQ,,
SGMT,NASDAQ,,
SGP,NASDAQ,,
SGRP,NASDAQ,,
SGRY,NASDAQ,,
SHAZ,NASDAQ,,
SHBI,NASDAQ,,
SHC,NASDAQ,,
SHEN,NASDAQ,,
SHFS,NASDAQ,,
SHFSW,NASDAQ,,
SHIM,NASDAQ,,
SHIP,NASDAQ,,
SHLS,NASDAQ,,
SHMD,NASDAQ,,
SHMDW,NASDAQ,,
SHOO,NASDAQ,,
SHOP,NASDAQ,,
SHPH,NASDAQ,,
SIBN,NASDAQ,,
SIDU,NASDAQ,,
SIEB,NASDAQ,,
SIFY,NASDAQ,,
SIGA,NASDAQ,,
SIGI,NASDAQ,,
SIGIP,NASDAQ,,
SILC,NASDAQ,,
SILO,NASDAQ,,
SIMA,NASDAQ,,
SIMAU,NASDAQ,,
SIMAW,NASDAQ,,
SIMO,NASDAQ,,
SINT,NASDAQ,,
SION,NASDAQ,,
SIRI,NASDAQ,,
SITM,NASDAQ,,
SJ,NASDAQ,,
SKBL,NASDAQ,,
SKIN,NASDAQ,,
SKK,NASDAQ,,
SKWD,NASDAQ,,
SKYE,NASDAQ,,
SKYQ,NASDAQ,,
SKYT,NASDAQ,,
SKYW,NASDAQ,,
SKYX,NASDAQ,,
SLAB,NASDAQ,,
SLDB,NASDAQ,,
SLDE,NASDAQ,,
SLDP,NASDAQ,,
SLDPW,NASDAQ,,
SLE,NASDAQ,,
SLGB,NASDAQ,,
SLGL,NASDAQ,,
SLM,NASDAQ,,
SLMBP,NASDAQ,,
SLMT,NASDAQ,,
SLN,NASDAQ,,
SLNG,NASDAQ,,
SLNH,NASDAQ,,
SLNHP,NASDAQ,,
SLNO,NASDAQ,,
SLP,NASDAQ,,
SLRC,NASDAQ,,
SLS,NASDAQ,,
SLSN,NASDAQ,,
SLXN,NASDAQ,,
SLXNW,NASDAQ,,
SMBC,NASDAQ,,
SMCI,NASDAQ,,
SMID,NASDAQ,,
SMMT,NASDAQ,,
SMPL,NASDAQ,,
SMSI,NASDAQ,,
SMTC,NASDAQ,,
SMTI,NASDAQ,,
SMTK,NASDAQ,,
SMX,NASDAQ,,
SMXT,NASDAQ,,
SMXWW,NASDAQ,,
SNAL,NASDAQ,,
SNBR,NASDAQ,,
SNCY,NASDAQ,,
SND,NASDAQ,,
SNDK,NASDAQ,,
SNDL,NASDAQ,,
SNDX,NASDAQ,,
SNES,NASDAQ,,
SNEX,NASDAQ,,
SNFCA,NASDAQ,,
SNGX,NASDAQ,,
SNOA,NASDAQ,,
SNPS,NASDAQ,,
SNSE,NASDAQ,,
SNT,NASDAQ,,
SNTG,NASDAQ,,
SNTI,NASDAQ,,
SNWV,NASDAQ,,
SNY,NASDAQ,,
SNYR,NASDAQ,,
SOBR,NASDAQ,,
SOCA,NASDAQ,,
SOCAU,NASDAQ,,
SOCAW,NASDAQ,,
SOFI,NASDAQ,,
SOGP,NASDAQ,,
SOHU,NASDAQ,,
SOLS,NASDAQ,,
SONM,NASDAQ,,
SONO,NASDAQ,,
SOPA,NASDAQ,,
SOPH,NASDAQ,,
SORA,NASDAQ,,
SORN,NASDAQ,,
SORNU,NASDAQ,,
SORNW,NASDAQ,,
SOTK,NASDAQ,,
SOUN,NASDAQ,,
SOUNW,NASDAQ,,
SOWG,NASDAQ,,
SPAI,NASDAQ,,
SPCB,NASDAQ,,
SPEG,NASDAQ,,
SPEGR,NASDAQ,,
SPEGU,NASDAQ,,
SPFI,NASDAQ,,
SPHL,NASDAQ,,
SPKL,NASDAQ,,
SPKLU,NASDAQ,,
SPKLW,NASDAQ,,
SPOK,NASDAQ,,
SPPL,NASDAQ,,
SPRB,NASDAQ,,
SPRC,NASDAQ,,
SPRO,NASDAQ,,
SPRY,NASDAQ,,
SPSC,NASDAQ,,
SPT,NASDAQ,,
SPTX,NASDAQ,,
SPWH,NASDAQ,,
SPWR,NASDAQ,,
SPWRW,NASDAQ,,
SQFT,NASDAQ,,
SQFTP,NASDAQ,,
SQFTW,NASDAQ,,
SRAD,NASDAQ,,
SRBK,NASDAQ,,
SRCE,NASDAQ,,
SRPT,NASDAQ,,
SRRK,NASDAQ,,
SRTA,NASDAQ,,
SRTS,NASDAQ,,
SRZN,NASDAQ,,
SRZNW,NASDAQ,,
SSAC,NASDAQ,,
SSACR,NASDAQ,,
SSACU,NASDAQ,,
SSACW,NASDAQ,,
SSBI,NASDAQ,,
SSEA,NASDAQ,,
SSEAR,NASDAQ,,
SSEAU,NASDAQ,,
SSII,NASDAQ,,
SSM,NASDAQ,,
SSNC,NASDAQ,,
SSP,NASDAQ,,
SSRM,NASDAQ,,
SSSS,NASDAQ,,
SSSSL,NASDAQ,,
SSTI,NASDAQ,,
SSYS,NASDAQ,,
STAA,NASDAQ,,
STAK,NASDAQ,,
STBA,NASDAQ,,
STEP,NASDAQ,,
STEX,NASDAQ,,
STFS,NASDAQ,,
STGW,NASDAQ,,
STHO,NASDAQ,,
STI,NASDAQ,,
STIM,NASDAQ,,
STKE,NASDAQ,,
STKH,NASDAQ,,
STKS,NASDAQ,,
STLD,NASDAQ,,
STNE,NASDAQ,,
STOK,NASDAQ,,
STRA,NASDAQ,,
STRC,NASDAQ,,
STRD,NASDAQ,,
STRF,NASDAQ,,
STRK,NASDAQ,,
STRL,NASDAQ,,
STRO,NASDAQ,,
STRR,NASDAQ,,
STRRP,NASDAQ,,
STRS,NASDAQ,,
STRT,NASDAQ,,
STRZ,NASDAQ,,
STSS,NASDAQ,,
STSSW,NASDAQ,,
STTK,NASDAQ,,
STX,NASDAQ,,
SUGP,NASDAQ,,
SUIG,NASDAQ,,
SUJA,NASDAQ,,
SUMA,NASDAQ,,
SUMAR,NASDAQ,,
SUMAU,NASDAQ,,
SUNE,NASDAQ,,
SUNS,NASDAQ,,
SUPN,NASDAQ,,
SUPX,NASDAQ,,
SURG,NASDAQ,,
SUUN,NASDAQ,,
SVA,NASDAQ,,
SVAC,NASDAQ,,
SVACU,NASDAQ,,
SVACW,NASDAQ,,
SVAQ,NASDAQ,,
SVAQU,NASDAQ,,
SVAQW,NASDAQ,,
SVC,NASDAQ,,
SVCC,NASDAQ,,
SVCCU,NASDAQ,,
SVCCW,NASDAQ,,
SVCO,NASDAQ,,
SVIV,NASDAQ,,
SVIVU,NASDAQ,,
SVIVW,NASDAQ,,
SVRA,NASDAQ,,
SVRE,NASDAQ,,
SVREW,NASDAQ,,
SVRN,NASDAQ,,
SWAG,NASDAQ,,
SWAGW,NASDAQ,,
SWBI,NASDAQ,,
SWIM,NASDAQ,,
SWKHL,NASDAQ,,
SWKS,NASDAQ,,
SWMR,NASDAQ,,
SWVL,NASDAQ,,
SWVLW,NASDAQ,,
SXTC,NASDAQ,,
SXTP,NASDAQ,,
SXTPW,NASDAQ,,
SY,NASDAQ,,
SYBT,NASDAQ,,
SYM,NASDAQ,,
SYNA,NASDAQ,,
SYPR,NASDAQ,,
SYRE,NASDAQ,,
SZZL,NASDAQ,,
SZZLR,NASDAQ,,
SZZLU,NASDAQ,,
TACH,NASDAQ,,
TACHU,NASDAQ,,
TACHW,NASDAQ,,
TACO,NASDAQ,,
TACOU,NASDAQ,,
TACOW,NASDAQ,,
TACT,NASDAQ,,
TALK,NASDAQ,,
TALKW,NASDAQ,,
TANH,NASDAQ,,
TAOP,NASDAQ,,
TAOX,NASDAQ,,
TARA,NASDAQ,,
TARS,NASDAQ,,
TASK,NASDAQ,,
TATT,NASDAQ,,
TAVI,NASDAQ,,
TAVIR,NASDAQ,,
TAVIU,NASDAQ,,
TAYD,NASDAQ,,
TBBK,NASDAQ,,
TBCH,NASDAQ,,
TBH,NASDAQ,,
TBLA,NASDAQ,,
TBLAW,NASDAQ,,
TBLD,NASDAQ,,
TBPH,NASDAQ,,
TBRG,NASDAQ,,
TC,NASDAQ,,
TCBI,NASDAQ,,
TCBIO,NASDAQ,,
TCBK,NASDAQ,,
TCBS,NASDAQ,,
TCMD,NASDAQ,,
TCOM,NASDAQ,,
TCPC,NASDAQ,,
TCRT,NASDAQ,,
TCRX,NASDAQ,,
TCX,NASDAQ,,
TDAC,NASDAQ,,
TDACU,NASDAQ,,
TDACW,NASDAQ,,
TDIC,NASDAQ,,
TDTH,NASDAQ,,
TDUP,NASDAQ,,
TDWD,NASDAQ,,
TDWDR,NASDAQ,,
TDWDU,NASDAQ,,
TEAD,NASDAQ,,
TEAM,NASDAQ,,
TECH,NASDAQ,,
TECX,NASDAQ,,
TELA,NASDAQ,,
TELO,NASDAQ,,
TEM,NASDAQ,,
TENB,NASDAQ,,
TENX,NASDAQ,,
TER,NASDAQ,,
TFSL,NASDAQ,,
TGHL,NASDAQ,,
TGL,NASDAQ,,
TGTX,NASDAQ,,
TH,NASDAQ,,
THCH,NASDAQ,,
THFF,NASDAQ,,
THH,NASDAQ,,
THRM,NASDAQ,,
THRY,NASDAQ,,
TIGO,NASDAQ,,
TIGR,NASDAQ,,
TIL,NASDAQ,,
TILE,NASDAQ,,
TIPT,NASDAQ,,
TITN,NASDAQ,,
TJGC,NASDAQ,,
TKLF,NASDAQ,,
TKNO,NASDAQ,,
TLF,NASDAQ,,
TLIH,NASDAQ,,
TLN,NASDAQ,,
TLNC,NASDAQ,,
TLNCU,NASDAQ,,
TLNCW,NASDAQ,,
TLPH,NASDAQ,,
TLRY,NASDAQ,,
TLS,NASDAQ,,
TLSA,NASDAQ,,
TLSI,NASDAQ,,
TLSIW,NASDAQ,,
TLX,NASDAQ,,
TMC,NASDAQ,,
TMCI,NASDAQ,,
TMCR,NASDAQ,,
TMCWW,NASDAQ,,
TMDX,NASDAQ,,
TMTS,NASDAQ,,
TMTSU,NASDAQ,,
TMTSW,NASDAQ,,
TMUS,NASDAQ,,
TMUSI,NASDAQ,,
TMUSL,NASDAQ,,
TMUSZ,NASDAQ,,
TNDM,NASDAQ,,
TNGX,NASDAQ,,
TNMG,NASDAQ,,
TNON,NASDAQ,,
TNONW,NASDAQ,,
TNXP,NASDAQ,,
TNYA,NASDAQ,,
TOI,NASDAQ,,
TOIIW,NASDAQ,,
TOMZ,NASDAQ,,
TONX,NASDAQ,,
TOP,NASDAQ,,
TORO,NASDAQ,,
TOUR,NASDAQ,,
TOWN,NASDAQ,,
TOYO,NASDAQ,,
TPCS,NASDAQ,,
TPG,NASDAQ,,
TPGXL,NASDAQ,,
TPST,NASDAQ,,
TRAW,NASDAQ,,
TRAX,NASDAQ,,
TRDA,NASDAQ,,
TREE,NASDAQ,,
TRGS,NASDAQ,,
TRGSR,NASDAQ,,
TRGSU,NASDAQ,,
TRI,NASDAQ,,
TRIB,NASDAQ,,
TRIN,NASDAQ,,
TRINI,NASDAQ,,
TRINZ,NASDAQ,,
TRIP,NASDAQ,,
TRMB,NASDAQ,,
TRMD,NASDAQ,,
TRMK,NASDAQ,,
TRNR,NASDAQ,,
TRNS,NASDAQ,,
TRON,NASDAQ,,
TROO,NASDAQ,,
TROW,NASDAQ,,
TRS,NASDAQ,,
TRSG,NASDAQ,,
TRST,NASDAQ,,
TRUG,NASDAQ,,
TRUP,NASDAQ,,
TRVG,NASDAQ,,
TRVI,NASDAQ,,
TSAT,NASDAQ,,
